시도,시군구,도로형태,발생건수,사망자수,부상자수,중상,경상,부상신고
경기,광주시,불명,1,0,1,0,1,0
경기,연천군,교량위,15,1,27,4,23,0
경기,연천군,고가도로위,1,0,1,0,1,0
경기,연천군,지하차도(도로)내,12,1,20,6,13,1
경기,연천군,기타단일로,39,1,77,16,40,21
경기,연천군,교차로내,83,3,136,41,87,8
경기,연천군,교차로횡단보도내,1,0,1,0,1,0
경기,연천군,교차로부근,18,0,25,2,21,2
경기,연천군,주차장,1,0,1,0,1,0
경기,연천군,기타,19,0,25,6,19,0
경기,포천시,교량위,2,1,2,0,2,0
경기,포천시,기타단일로,418,8,695,159,432,104
경기,포천시,교차로내,251,5,402,87,266,49
경기,포천시,교차로횡단보도내,9,0,9,3,6,0
경기,포천시,교차로부근,122,2,250,42,154,54
경기,포천시,주차장,17,0,22,4,12,6
경기,포천시,기타,13,0,33,4,12,17
경기,가평군,터널안,4,0,11,1,10,0
경기,가평군,교량위,19,0,38,9,25,4
경기,가평군,지하차도(도로)내,1,0,1,0,1,0
경기,가평군,기타단일로,212,11,368,86,247,35
경기,가평군,교차로내,84,0,143,18,99,26
경기,가평군,교차로부근,46,0,100,11,87,2
경기,가평군,주차장,6,0,9,0,8,1
경기,가평군,기타,8,0,12,3,4,5
경기,양평군,터널안,4,0,19,4,15,0
경기,양평군,교량위,2,0,3,2,1,0
경기,양평군,고가도로위,1,1,0,0,0,0
경기,양평군,기타단일로,305,12,439,129,281,29
경기,양평군,교차로내,142,1,244,60,164,20
경기,양평군,교차로횡단보도내,9,0,10,2,6,2
경기,양평군,교차로부근,47,1,78,21,46,11
경기,양평군,주차장,4,0,4,1,3,0
경기,양평군,기타,18,0,29,6,16,7
경기,이천시,교량위,4,0,6,2,4,0
경기,이천시,기타단일로,449,12,748,182,508,58
경기,이천시,교차로내,346,3,555,120,392,43
경기,이천시,교차로횡단보도내,8,0,8,1,5,2
경기,이천시,교차로부근,175,4,268,44,211,13
경기,이천시,주차장,7,0,7,1,6,0
경기,이천시,기타,27,0,34,5,27,2
경기,용인시,터널안,26,1,62,18,36,8
경기,용인시,교량위,7,3,8,5,1,2
경기,용인시,고가도로위,6,0,11,6,5,0
경기,용인시,지하차도(도로)내,2,0,4,0,4,0
경기,용인시,기타단일로,1482,17,2508,545,1585,378
경기,용인시,교차로내,889,9,1377,323,888,166
경기,용인시,교차로횡단보도내,107,2,118,47,60,11
경기,용인시,교차로부근,516,3,786,141,561,84
경기,용인시,주차장,8,0,12,6,5,1
경기,용인시,기타,161,2,229,52,136,41
경기,용인시,불명,1,0,1,0,1,0
경기,안성시,터널안,4,0,13,3,8,2
경기,안성시,교량위,6,0,12,2,9,1
경기,안성시,지하차도(도로)내,1,0,1,0,1,0
경기,안성시,기타단일로,486,11,833,192,576,65
경기,안성시,교차로내,348,6,586,136,409,41
경기,안성시,교차로횡단보도내,22,0,25,10,13,2
경기,안성시,교차로부근,113,2,185,34,140,11
경기,안성시,주차장,2,0,2,2,0,0
경기,안성시,기타,44,0,83,17,62,4
경기,김포시,터널안,10,0,17,5,11,1
경기,김포시,교량위,16,1,42,5,33,4
경기,김포시,고가도로위,6,0,6,2,4,0
경기,김포시,지하차도(도로)내,5,0,15,2,10,3
경기,김포시,기타단일로,629,7,985,216,687,82
경기,김포시,교차로내,571,11,920,204,631,85
경기,김포시,교차로횡단보도내,33,1,36,17,17,2
경기,김포시,교차로부근,249,3,409,64,316,29
경기,김포시,주차장,8,0,9,1,7,1
경기,김포시,기타,154,1,224,52,162,10
경기,김포시,불명,1,0,1,1,0,0
경기,동두천시,교량위,1,0,2,1,0,1
경기,동두천시,지하차도(도로)내,1,0,2,1,1,0
경기,동두천시,기타단일로,144,5,199,49,140,10
경기,동두천시,교차로내,162,5,231,73,147,11
경기,동두천시,교차로횡단보도내,19,0,21,16,4,1
경기,동두천시,교차로부근,67,1,106,21,80,5
경기,동두천시,주차장,2,0,2,1,1,0
경기,동두천시,기타,10,0,13,4,9,0
경기,과천시,터널안,3,0,6,0,5,1
경기,과천시,지하차도(도로)내,2,0,4,0,3,1
경기,과천시,기타단일로,140,1,227,50,143,34
경기,과천시,교차로내,48,0,83,20,51,12
경기,과천시,교차로횡단보도내,1,0,1,0,0,1
경기,과천시,교차로부근,26,0,41,10,28,3
경기,과천시,기타,19,0,23,4,13,6
경기,군포시,터널안,9,0,17,3,12,2
경기,군포시,교량위,3,0,4,1,3,0
경기,군포시,고가도로위,1,0,1,1,0,0
경기,군포시,지하차도(도로)내,3,0,4,2,2,0
경기,군포시,기타단일로,283,4,416,102,261,53
경기,군포시,교차로내,207,2,300,69,189,42
경기,군포시,교차로횡단보도내,24,0,25,14,8,3
경기,군포시,교차로부근,105,1,159,41,106,12
경기,군포시,주차장,4,0,6,0,1,5
경기,군포시,기타,18,0,20,4,8,8
경기,군포시,불명,2,0,2,1,1,0
경기,남양주시,터널안,19,0,40,10,28,2
경기,남양주시,교량위,14,0,27,6,17,4
경기,남양주시,고가도로위,4,0,9,1,8,0
경기,남양주시,지하차도(도로)내,23,0,40,2,35,3
경기,남양주시,기타단일로,1000,18,1634,284,1171,179
경기,남양주시,교차로내,683,15,1075,203,794,78
경기,남양주시,교차로횡단보도내,81,2,83,38,42,3
경기,남양주시,교차로부근,359,5,606,91,467,48
경기,남양주시,주차장,28,0,34,5,26,3
경기,남양주시,기타,220,1,355,67,255,33
경기,오산시,터널안,1,0,4,1,3,0
경기,오산시,교량위,1,0,1,0,1,0
경기,오산시,고가도로위,1,0,6,0,6,0
경기,오산시,지하차도(도로)내,2,0,4,1,3,0
경기,오산시,기타단일로,369,3,543,142,339,62
경기,오산시,교차로내,355,4,535,143,353,39
경기,오산시,교차로횡단보도내,44,1,49,19,28,2
경기,오산시,교차로부근,149,2,218,38,158,22
경기,오산시,주차장,1,0,1,0,1,0
경기,오산시,기타,38,0,47,11,30,6
경기,오산시,불명,1,0,1,0,1,0
경기,의왕시,터널안,3,0,6,3,3,0
경기,의왕시,교량위,2,0,2,0,2,0
경기,의왕시,고가도로위,2,0,2,0,2,0
경기,의왕시,지하차도(도로)내,2,0,2,2,0,0
경기,의왕시,기타단일로,248,2,427,86,300,41
경기,의왕시,교차로내,76,1,103,34,69,0
경기,의왕시,교차로횡단보도내,14,0,15,8,5,2
경기,의왕시,교차로부근,77,1,132,28,98,6
경기,의왕시,주차장,6,0,6,0,5,1
경기,의왕시,기타,14,1,31,9,20,2
경기,하남시,터널안,3,0,7,1,6,0
경기,하남시,교량위,4,0,5,1,4,0
경기,하남시,고가도로위,1,0,1,0,1,0
경기,하남시,지하차도(도로)내,4,0,5,3,2,0
경기,하남시,기타단일로,430,4,648,122,448,78
경기,하남시,교차로내,245,1,365,80,251,34
경기,하남시,교차로횡단보도내,37,3,38,12,24,2
경기,하남시,교차로부근,190,1,278,43,202,33
경기,하남시,주차장,6,0,8,3,4,1
경기,하남시,기타,57,0,88,21,55,12
강원,춘천시,터널안,7,0,32,1,30,1
강원,춘천시,교량위,12,1,27,7,19,1
강원,춘천시,지하차도(도로)내,3,1,2,1,1,0
강원,춘천시,기타단일로,683,10,1042,175,825,42
강원,춘천시,교차로내,545,4,848,134,668,46
강원,춘천시,교차로횡단보도내,66,0,71,25,44,2
강원,춘천시,교차로부근,212,1,352,37,290,25
강원,춘천시,주차장,4,0,4,1,3,0
강원,춘천시,기타,25,1,41,9,29,3
강원,춘천시,불명,1,0,1,0,1,0
강원,원주시,터널안,8,0,12,1,8,3
강원,원주시,교량위,3,0,3,1,2,0
강원,원주시,지하차도(도로)내,1,0,1,0,1,0
강원,원주시,기타단일로,781,14,1225,253,913,59
강원,원주시,교차로내,705,2,1207,252,892,63
강원,원주시,교차로횡단보도내,45,1,46,23,22,1
강원,원주시,교차로부근,289,2,454,64,362,28
강원,원주시,주차장,24,1,30,7,19,4
강원,원주시,기타,49,0,64,19,40,5
강원,동해시,지하차도(도로)내,17,0,23,2,21,0
강원,동해시,기타단일로,112,4,146,29,115,2
강원,동해시,교차로내,132,0,215,39,176,0
강원,동해시,교차로횡단보도내,12,0,14,6,8,0
강원,동해시,교차로부근,70,1,109,17,91,1
강원,동해시,주차장,6,0,6,2,4,0
강원,동해시,기타,7,0,8,1,4,3
강원,강릉시,터널안,4,0,16,4,12,0
강원,강릉시,교량위,7,0,9,4,5,0
강원,강릉시,고가도로위,10,0,16,2,14,0
강원,강릉시,기타단일로,396,16,598,138,451,9
강원,강릉시,교차로내,347,4,539,95,439,5
강원,강릉시,교차로횡단보도내,35,0,39,18,21,0
강원,강릉시,교차로부근,92,2,165,19,140,6
강원,강릉시,주차장,13,0,13,5,7,1
강원,강릉시,기타,13,0,14,5,9,0
강원,강릉시,불명,1,0,1,1,0,0
강원,속초시,교량위,1,0,1,0,1,0
강원,속초시,고가도로위,2,0,3,0,3,0
강원,속초시,지하차도(도로)내,43,1,65,19,43,3
강원,속초시,기타단일로,108,2,159,39,120,0
강원,속초시,교차로내,170,1,282,94,187,1
강원,속초시,교차로횡단보도내,14,0,15,10,4,1
강원,속초시,교차로부근,67,1,103,18,81,4
강원,속초시,주차장,6,0,7,1,6,0
강원,속초시,기타,22,1,25,12,12,1
강원,태백시,터널안,2,1,3,0,3,0
강원,태백시,기타단일로,99,5,135,30,96,9
강원,태백시,교차로내,68,1,129,20,100,9
강원,태백시,교차로부근,32,2,51,11,38,2
강원,태백시,주차장,1,0,1,0,1,0
강원,태백시,기타,4,1,3,2,1,0
강원,삼척시,터널안,4,0,8,3,5,0
강원,삼척시,교량위,2,0,3,2,1,0
강원,삼척시,기타단일로,191,5,308,93,213,2
강원,삼척시,교차로내,98,0,154,39,110,5
강원,삼척시,교차로횡단보도내,8,0,9,5,4,0
강원,삼척시,교차로부근,50,1,84,5,75,4
강원,삼척시,주차장,6,0,6,2,4,0
강원,삼척시,기타,6,0,8,3,5,0
강원,홍천군,터널안,13,0,35,7,26,2
강원,홍천군,교량위,6,3,14,8,6,0
강원,홍천군,기타단일로,176,9,288,77,193,18
강원,홍천군,교차로내,92,0,132,39,89,4
강원,홍천군,교차로횡단보도내,3,0,3,2,1,0
강원,홍천군,교차로부근,37,1,60,8,52,0
강원,홍천군,주차장,2,0,3,3,0,0
강원,홍천군,기타,2,0,2,1,1,0
강원,횡성군,터널안,3,0,10,0,10,0
강원,횡성군,교량위,2,0,4,1,3,0
강원,횡성군,기타단일로,84,9,126,46,77,3
강원,횡성군,교차로내,75,4,121,33,84,4
강원,횡성군,교차로횡단보도내,2,0,2,2,0,0
강원,횡성군,교차로부근,9,1,15,2,12,1
강원,횡성군,주차장,3,0,3,2,1,0
강원,횡성군,기타,9,0,12,1,11,0
강원,영월군,터널안,4,0,7,4,0,3
강원,영월군,교량위,8,2,24,3,4,17
강원,영월군,지하차도(도로)내,44,4,65,20,19,26
강원,영월군,기타단일로,51,2,80,14,42,24
강원,영월군,교차로내,57,3,94,27,19,48
강원,영월군,교차로횡단보도내,4,0,4,1,2,1
강원,영월군,교차로부근,12,0,16,4,8,4
강원,영월군,주차장,6,0,7,0,4,3
강원,영월군,기타,1,0,7,1,3,3
강원,평창군,터널안,2,0,12,2,10,0
강원,평창군,교량위,1,0,2,2,0,0
강원,평창군,고가도로위,1,0,2,0,2,0
강원,평창군,기타단일로,109,13,218,67,129,22
강원,평창군,교차로내,77,2,171,31,126,14
강원,평창군,교차로부근,12,0,17,3,14,0
강원,평창군,주차장,3,0,6,1,3,2
강원,평창군,기타,13,0,18,2,11,5
강원,정선군,터널안,1,1,10,4,2,4
강원,정선군,기타단일로,72,6,128,49,79,0
강원,정선군,교차로내,22,0,33,10,23,0
강원,정선군,교차로횡단보도내,5,0,5,3,2,0
강원,정선군,교차로부근,19,1,33,10,23,0
강원,정선군,주차장,2,0,2,0,2,0
강원,정선군,기타,4,0,4,1,2,1
강원,철원군,기타단일로,70,2,106,43,62,1
강원,철원군,교차로내,54,2,105,41,64,0
강원,철원군,교차로횡단보도내,1,0,1,1,0,0
강원,철원군,교차로부근,17,1,25,11,14,0
강원,철원군,주차장,3,0,3,1,1,1
강원,화천군,터널안,4,1,4,0,4,0
강원,화천군,교량위,2,1,4,1,3,0
강원,화천군,기타단일로,50,7,76,24,49,3
강원,화천군,교차로내,21,0,35,17,18,0
강원,화천군,교차로부근,9,0,20,8,12,0
강원,화천군,주차장,1,0,1,0,1,0
강원,화천군,기타,1,0,1,1,0,0
강원,양구군,터널안,2,0,6,0,6,0
강원,양구군,기타단일로,29,3,45,8,36,1
강원,양구군,교차로내,32,1,56,8,44,4
강원,양구군,교차로부근,9,0,15,2,12,1
강원,양구군,주차장,1,0,2,0,1,1
강원,양구군,기타,12,1,13,4,6,3
강원,인제군,터널안,1,0,2,1,1,0
강원,인제군,교량위,2,1,1,1,0,0
강원,인제군,기타단일로,60,4,105,37,67,1
강원,인제군,교차로내,23,4,47,26,20,1
강원,인제군,교차로횡단보도내,1,0,1,0,1,0
강원,인제군,교차로부근,9,1,14,7,7,0
강원,인제군,주차장,1,0,2,2,0,0
강원,인제군,기타,4,0,6,1,5,0
강원,고성군,터널안,2,0,2,0,2,0
강원,고성군,교량위,2,0,2,1,1,0
강원,고성군,기타단일로,21,3,36,15,18,3
강원,고성군,교차로내,41,2,66,9,56,1
강원,고성군,교차로횡단보도내,1,1,0,0,0,0
강원,고성군,교차로부근,20,0,33,4,27,2
강원,고성군,주차장,2,0,2,0,1,1
강원,고성군,기타,46,6,56,15,38,3
강원,양양군,터널안,3,0,5,2,3,0
강원,양양군,교량위,1,0,2,1,1,0
강원,양양군,고가도로위,3,0,3,3,0,0
강원,양양군,지하차도(도로)내,18,1,32,11,21,0
강원,양양군,기타단일로,47,4,92,28,60,4
강원,양양군,교차로내,38,0,77,16,57,4
강원,양양군,교차로부근,32,0,53,9,44,0
강원,양양군,주차장,3,0,3,0,3,0
강원,양양군,기타,10,3,12,4,8,0
충북,청주시,터널안,6,0,17,1,16,0
충북,청주시,교량위,12,0,21,2,18,1
충북,청주시,고가도로위,6,0,9,4,5,0
충북,청주시,지하차도(도로)내,387,8,550,122,413,15
충북,청주시,기타단일로,1486,38,2386,488,1830,68
충북,청주시,교차로내,1778,22,2954,606,2251,97
충북,청주시,교차로횡단보도내,203,5,220,89,129,2
충북,청주시,교차로부근,1106,11,1833,286,1493,54
충북,청주시,주차장,22,0,27,4,23,0
충북,청주시,철길건널목,1,1,0,0,0,0
충북,청주시,기타,66,1,141,21,117,3
충북,청주시,불명,3,0,3,0,3,0
충북,충주시,터널안,6,1,26,13,13,0
충북,충주시,교량위,14,1,40,12,28,0
충북,충주시,고가도로위,5,0,7,1,6,0
충북,충주시,지하차도(도로)내,1,0,1,0,1,0
충북,충주시,기타단일로,579,15,916,225,621,70
충북,충주시,교차로내,453,4,809,197,563,49
충북,충주시,교차로횡단보도내,36,2,39,12,27,0
충북,충주시,교차로부근,157,1,262,48,199,15
충북,충주시,주차장,12,0,15,2,12,1
충북,충주시,기타,84,3,112,25,81,6
충북,충주시,불명,2,0,2,0,2,0
충북,제천시,터널안,1,0,1,0,1,0
충북,제천시,교량위,2,0,5,3,2,0
충북,제천시,고가도로위,1,0,1,0,1,0
충북,제천시,지하차도(도로)내,73,2,119,29,85,5
충북,제천시,기타단일로,228,9,379,82,266,31
충북,제천시,교차로내,357,4,664,118,517,29
충북,제천시,교차로횡단보도내,30,0,31,12,19,0
충북,제천시,교차로부근,150,3,262,49,202,11
충북,제천시,주차장,17,0,22,3,18,1
충북,제천시,기타,52,3,90,23,56,11
충북,제천시,불명,1,0,1,0,1,0
충북,보은군,터널안,3,0,5,1,4,0
충북,보은군,교량위,5,0,5,3,2,0
충북,보은군,고가도로위,1,0,1,1,0,0
충북,보은군,지하차도(도로)내,67,3,92,44,44,4
충북,보은군,기타단일로,10,2,19,7,11,1
충북,보은군,교차로내,51,1,87,36,49,2
충북,보은군,교차로횡단보도내,1,0,1,0,1,0
충북,보은군,교차로부근,7,0,8,2,6,0
충북,보은군,주차장,2,0,2,1,1,0
충북,보은군,기타,2,0,4,1,3,0
충북,옥천군,터널안,2,0,3,1,2,0
충북,옥천군,교량위,1,0,2,2,0,0
충북,옥천군,기타단일로,85,8,114,47,66,1
충북,옥천군,교차로내,93,2,149,45,101,3
충북,옥천군,교차로횡단보도내,10,0,10,5,5,0
충북,옥천군,교차로부근,28,1,49,16,33,0
충북,옥천군,주차장,3,0,3,1,2,0
충북,옥천군,기타,4,0,5,4,1,0
충북,옥천군,불명,2,0,5,0,5,0
충북,영동군,교량위,1,0,1,1,0,0
충북,영동군,기타단일로,85,6,114,66,44,4
충북,영동군,교차로내,53,2,76,32,41,3
충북,영동군,교차로횡단보도내,7,0,7,5,2,0
충북,영동군,교차로부근,14,0,19,11,8,0
충북,영동군,주차장,3,0,4,2,2,0
충북,영동군,기타,2,2,0,0,0,0
충북,진천군,터널안,2,0,4,0,4,0
충북,진천군,교량위,4,0,8,4,4,0
충북,진천군,지하차도(도로)내,1,0,3,1,2,0
충북,진천군,기타단일로,256,12,451,110,315,26
충북,진천군,교차로내,205,6,303,76,225,2
충북,진천군,교차로부근,64,2,92,21,70,1
충북,진천군,주차장,2,0,2,1,0,1
충북,진천군,기타,17,0,19,5,14,0
충북,괴산군,터널안,7,1,33,4,29,0
충북,괴산군,교량위,3,1,4,3,1,0
충북,괴산군,기타단일로,138,9,243,92,141,10
충북,괴산군,교차로내,69,2,110,32,73,5
충북,괴산군,교차로횡단보도내,3,0,3,3,0,0
충북,괴산군,교차로부근,15,1,29,10,18,1
충북,괴산군,주차장,2,0,2,1,1,0
충북,괴산군,기타,2,0,2,0,2,0
충북,음성군,교량위,2,0,2,1,1,0
충북,음성군,고가도로위,1,0,1,1,0,0
충북,음성군,기타단일로,175,10,328,96,223,9
충북,음성군,교차로내,282,4,523,153,362,8
충북,음성군,교차로횡단보도내,10,0,11,2,9,0
충북,음성군,교차로부근,166,6,265,77,184,4
충북,음성군,주차장,12,0,12,4,8,0
충북,음성군,기타,4,0,6,1,5,0
충북,단양군,터널안,4,0,6,2,4,0
충북,단양군,교량위,1,0,1,0,0,1
충북,단양군,기타단일로,80,6,120,39,78,3
충북,단양군,교차로내,36,0,69,20,47,2
충북,단양군,교차로횡단보도내,2,0,2,2,0,0
충북,단양군,교차로부근,2,0,5,1,4,0
충북,단양군,주차장,1,0,1,1,0,0
충북,단양군,기타,9,2,19,3,16,0
충북,증평군,교량위,1,0,1,0,1,0
충북,증평군,기타단일로,47,1,68,24,41,3
충북,증평군,교차로내,80,0,130,46,80,4
충북,증평군,교차로횡단보도내,3,0,9,2,7,0
충북,증평군,교차로부근,27,0,45,17,28,0
충북,증평군,주차장,3,0,3,0,3,0
충북,증평군,기타,1,0,2,0,2,0
충남,천안시,터널안,10,0,28,8,19,1
충남,천안시,교량위,7,1,6,1,5,0
충남,천안시,고가도로위,10,0,15,0,13,2
충남,천안시,지하차도(도로)내,8,0,13,3,9,1
충남,천안시,기타단일로,1297,27,1954,411,1470,73
충남,천안시,교차로내,986,15,1439,324,1055,60
충남,천안시,교차로횡단보도내,58,3,63,26,33,4
충남,천안시,교차로부근,457,8,653,99,533,21
충남,천안시,주차장,11,0,13,4,9,0
충남,천안시,기타,70,0,162,24,132,6
충남,아산시,교량위,3,1,2,1,1,0
충남,아산시,기타단일로,323,24,434,122,291,21
충남,아산시,교차로내,256,6,347,119,217,11
충남,아산시,교차로횡단보도내,30,0,31,19,10,2
충남,아산시,교차로부근,84,4,124,27,89,8
충남,아산시,주차장,7,0,11,1,9,1
충남,아산시,기타,57,3,94,35,57,2
충남,아산시,불명,2,0,3,3,0,0
충남,보령시,터널안,1,0,2,0,2,0
충남,보령시,교량위,3,0,5,1,4,0
충남,보령시,고가도로위,1,1,0,0,0,0
충남,보령시,기타단일로,157,14,210,100,108,2
충남,보령시,교차로내,115,2,191,91,100,0
충남,보령시,교차로횡단보도내,13,0,14,6,8,0
충남,보령시,교차로부근,42,1,54,24,29,1
충남,보령시,주차장,3,0,3,1,2,0
충남,보령시,기타,11,0,13,5,8,0
충남,보령시,불명,1,0,2,1,1,0
충남,공주시,터널안,2,0,2,0,2,0
충남,공주시,교량위,11,1,20,7,13,0
충남,공주시,고가도로위,1,0,3,0,3,0
충남,공주시,기타단일로,268,14,474,146,292,36
충남,공주시,교차로내,185,2,336,91,222,23
충남,공주시,교차로횡단보도내,9,0,9,1,8,0
충남,공주시,교차로부근,99,5,173,45,119,9
충남,공주시,주차장,4,0,4,1,3,0
충남,공주시,기타,51,2,71,20,49,2
충남,서산시,교량위,4,0,6,4,2,0
충남,서산시,기타단일로,311,21,479,193,263,23
충남,서산시,교차로내,285,6,445,177,237,31
충남,서산시,교차로횡단보도내,24,0,25,15,9,1
충남,서산시,교차로부근,151,3,265,85,163,17
충남,서산시,주차장,8,0,9,4,5,0
충남,서산시,기타,14,0,20,9,11,0
충남,금산군,터널안,2,0,2,0,2,0
충남,금산군,교량위,5,0,5,2,3,0
충남,금산군,기타단일로,79,4,131,47,84,0
충남,금산군,교차로내,52,4,76,20,56,0
충남,금산군,교차로횡단보도내,3,0,4,0,4,0
충남,금산군,교차로부근,17,2,28,5,23,0
충남,금산군,기타,6,1,6,2,4,0
충남,태안군,교량위,1,0,2,0,2,0
충남,태안군,기타단일로,95,6,140,44,77,19
충남,태안군,교차로내,115,4,178,80,84,14
충남,태안군,교차로횡단보도내,5,0,5,2,3,0
충남,태안군,교차로부근,55,1,93,30,58,5
충남,태안군,주차장,7,0,8,3,5,0
충남,태안군,기타,44,3,76,35,38,3
충남,논산시,교량위,6,1,14,1,11,2
충남,논산시,고가도로위,3,0,7,6,1,0
충남,논산시,지하차도(도로)내,2,0,2,2,0,0
충남,논산시,기타단일로,203,18,297,143,149,5
충남,논산시,교차로내,155,1,241,92,140,9
충남,논산시,교차로횡단보도내,11,0,14,7,7,0
충남,논산시,교차로부근,76,4,120,39,80,1
충남,논산시,주차장,1,0,1,1,0,0
충남,논산시,기타,6,1,15,6,9,0
충남,부여군,터널안,1,0,1,1,0,0
충남,부여군,교량위,3,0,6,1,5,0
충남,부여군,기타단일로,120,15,150,66,81,3
충남,부여군,교차로내,67,4,89,39,50,0
충남,부여군,교차로횡단보도내,5,0,6,3,3,0
충남,부여군,교차로부근,24,0,29,18,11,0
충남,부여군,기타,2,1,2,1,1,0
충남,서천군,기타단일로,150,8,223,73,139,11
충남,서천군,교차로내,134,2,234,82,144,8
충남,서천군,교차로횡단보도내,3,0,3,1,2,0
충남,서천군,교차로부근,35,1,51,14,36,1
충남,서천군,주차장,3,0,3,1,1,1
충남,서천군,기타,1,0,1,1,0,0
충남,청양군,교량위,1,0,1,1,0,0
충남,청양군,기타단일로,74,6,93,53,40,0
충남,청양군,교차로내,52,2,81,31,50,0
충남,청양군,교차로부근,22,3,26,10,16,0
충남,청양군,기타,26,2,32,9,23,0
충남,홍성군,기타단일로,132,17,171,62,108,1
충남,홍성군,교차로내,129,3,201,60,140,1
충남,홍성군,교차로횡단보도내,5,0,6,4,2,0
충남,홍성군,교차로부근,30,7,50,13,37,0
충남,홍성군,주차장,4,0,4,2,2,0
충남,홍성군,기타,22,2,35,3,31,1
충남,예산군,터널안,1,0,1,1,0,0
충남,예산군,교량위,6,1,16,5,10,1
충남,예산군,고가도로위,1,0,1,0,1,0
충남,예산군,기타단일로,167,9,263,105,157,1
충남,예산군,교차로내,161,7,232,89,143,0
충남,예산군,교차로횡단보도내,6,0,9,2,7,0
충남,예산군,교차로부근,62,5,91,18,69,4
충남,예산군,주차장,2,0,2,1,1,0
충남,예산군,기타,33,2,40,7,33,0
충남,당진시,교량위,8,1,18,6,12,0
충남,당진시,고가도로위,1,0,2,0,2,0
충남,당진시,기타단일로,440,27,652,269,366,17
충남,당진시,교차로내,273,6,434,143,277,14
충남,당진시,교차로횡단보도내,22,0,23,12,8,3
충남,당진시,교차로부근,77,3,144,55,87,2
충남,당진시,주차장,6,0,6,3,3,0
충남,당진시,기타,26,4,40,18,22,0
충남,계룡시,기타단일로,24,1,33,12,21,0
충남,계룡시,교차로내,26,1,51,6,44,1
충남,계룡시,교차로횡단보도내,5,0,5,2,3,0
충남,계룡시,교차로부근,15,0,27,3,24,0
충남,계룡시,기타,1,0,3,0,3,0
전북,전주시,터널안,5,0,13,1,12,0
전북,전주시,교량위,7,0,10,1,8,1
전북,전주시,고가도로위,1,0,1,0,1,0
전북,전주시,지하차도(도로)내,4,0,10,0,10,0
전북,전주시,기타단일로,822,16,1230,227,984,19
전북,전주시,교차로내,840,11,1341,287,1038,16
전북,전주시,교차로횡단보도내,117,5,125,40,83,2
전북,전주시,교차로부근,378,4,601,80,518,3
전북,전주시,주차장,6,0,7,5,2,0
전북,전주시,기타,78,0,109,19,89,1
전북,전주시,불명,1,0,1,1,0,0
전북,군산시,터널안,1,1,0,0,0,0
전북,군산시,교량위,2,0,6,2,4,0
전북,군산시,고가도로위,1,0,1,0,1,0
전북,군산시,지하차도(도로)내,33,1,43,11,32,0
전북,군산시,기타단일로,348,21,468,98,359,11
전북,군산시,교차로내,436,7,660,124,532,4
전북,군산시,교차로횡단보도내,57,2,62,27,35,0
전북,군산시,교차로부근,149,3,240,40,196,4
전북,군산시,주차장,5,0,5,1,4,0
전북,군산시,기타,34,1,36,8,27,1
전북,정읍시,터널안,1,0,3,1,2,0
전북,정읍시,교량위,9,0,11,3,7,1
전북,정읍시,고가도로위,1,0,1,0,1,0
전북,정읍시,지하차도(도로)내,2,0,3,1,2,0
전북,정읍시,기타단일로,212,13,313,85,225,3
전북,정읍시,교차로내,298,3,502,107,388,7
전북,정읍시,교차로횡단보도내,19,0,19,10,9,0
전북,정읍시,교차로부근,111,1,166,30,132,4
전북,정읍시,주차장,3,0,3,1,2,0
전북,정읍시,기타,15,0,22,9,13,0
전북,남원시,터널안,3,0,7,1,6,0
전북,남원시,교량위,2,1,1,1,0,0
전북,남원시,기타단일로,132,18,157,56,101,0
전북,남원시,교차로내,124,5,188,68,120,0
전북,남원시,교차로횡단보도내,12,0,12,4,8,0
전북,남원시,교차로부근,28,1,46,20,26,0
전북,남원시,주차장,3,0,4,1,3,0
전북,남원시,기타,9,2,10,3,7,0
전북,김제시,교량위,5,0,11,5,6,0
전북,김제시,고가도로위,2,0,5,0,5,0
전북,김제시,기타단일로,208,18,314,94,219,1
전북,김제시,교차로내,187,5,280,88,192,0
전북,김제시,교차로횡단보도내,8,0,9,3,6,0
전북,김제시,교차로부근,37,1,71,15,56,0
전북,김제시,기타,1,0,1,1,0,0
전북,완주군,터널안,2,0,5,1,4,0
전북,완주군,교량위,6,0,7,1,5,1
전북,완주군,기타단일로,112,12,173,68,101,4
전북,완주군,교차로내,88,3,142,52,90,0
전북,완주군,교차로횡단보도내,10,2,8,4,4,0
전북,완주군,교차로부근,44,1,81,21,56,4
전북,완주군,주차장,2,0,2,1,1,0
전북,완주군,기타,4,0,6,2,4,0
전북,진안군,터널안,1,0,1,0,1,0
전북,진안군,기타단일로,27,4,35,18,17,0
전북,진안군,교차로내,17,1,31,12,19,0
전북,진안군,교차로횡단보도내,1,0,3,1,2,0
전북,진안군,교차로부근,3,0,4,0,4,0
전북,진안군,기타,1,0,1,1,0,0
전북,무주군,터널안,2,0,6,5,1,0
전북,무주군,교량위,5,1,7,1,6,0
전북,무주군,지하차도(도로)내,35,3,62,23,39,0
전북,무주군,기타단일로,33,7,39,17,22,0
전북,무주군,교차로내,40,1,66,17,49,0
전북,무주군,교차로횡단보도내,1,0,1,1,0,0
전북,무주군,교차로부근,10,0,20,4,16,0
전북,무주군,주차장,2,0,2,1,1,0
전북,장수군,터널안,1,0,11,1,10,0
전북,장수군,교량위,1,0,1,0,1,0
전북,장수군,기타단일로,22,1,55,24,31,0
