시도,시군구,연령,발생건수,사망자수,부상자수,중상,경상,부상신고
서울,종로구,12세이하,1,0,1,0,0,1
서울,종로구,13-20세,15,0,20,3,11,6
서울,종로구,21-30세,125,0,157,27,97,33
서울,종로구,31-40세,158,1,217,44,142,31
서울,종로구,41-50세,179,1,238,61,153,24
서울,종로구,51-60세,305,4,413,82,293,38
서울,종로구,61-64세,120,0,178,34,132,12
서울,종로구,65세이상,205,0,295,66,191,38
서울,종로구,불명,26,0,27,3,20,4
서울,중구,13-20세,15,0,20,2,14,4
서울,중구,21-30세,112,0,153,34,99,20
서울,중구,31-40세,157,1,233,48,162,23
서울,중구,41-50세,188,1,232,62,142,28
서울,중구,51-60세,292,3,388,115,239,34
서울,중구,61-64세,118,1,164,48,92,24
서울,중구,65세이상,208,3,276,65,183,28
서울,중구,불명,38,0,40,6,31,3
서울,용산구,13-20세,18,0,23,5,17,1
서울,용산구,21-30세,151,2,223,61,151,11
서울,용산구,31-40세,220,5,316,70,224,22
서울,용산구,41-50세,203,1,267,44,208,15
서울,용산구,51-60세,300,3,427,87,324,16
서울,용산구,61-64세,152,2,233,53,169,11
서울,용산구,65세이상,231,1,297,81,209,7
서울,용산구,불명,55,0,66,4,41,21
서울,성동구,12세이하,3,0,3,2,1,0
서울,성동구,13-20세,35,0,43,12,26,5
서울,성동구,21-30세,135,2,175,36,120,19
서울,성동구,31-40세,178,1,262,60,188,14
서울,성동구,41-50세,201,1,274,44,217,13
서울,성동구,51-60세,280,2,368,80,251,37
서울,성동구,61-64세,114,2,165,35,121,9
서울,성동구,65세이상,154,1,223,49,166,8
서울,성동구,불명,43,0,48,8,36,4
서울,동대문구,12세이하,4,0,4,0,2,2
서울,동대문구,13-20세,58,0,78,23,44,11
서울,동대문구,21-30세,207,2,264,55,185,24
서울,동대문구,31-40세,262,2,340,108,210,22
서울,동대문구,41-50세,300,3,384,111,248,25
서울,동대문구,51-60세,419,5,527,152,356,19
서울,동대문구,61-64세,145,1,190,53,124,13
서울,동대문구,65세이상,267,1,334,90,217,27
서울,동대문구,불명,37,0,39,5,22,12
서울,성북구,12세이하,1,0,1,0,0,1
서울,성북구,13-20세,46,2,62,12,33,17
서울,성북구,21-30세,191,2,253,63,174,16
서울,성북구,31-40세,183,1,257,51,191,15
서울,성북구,41-50세,253,0,323,85,220,18
서울,성북구,51-60세,325,5,460,96,347,17
서울,성북구,61-64세,154,0,210,41,164,5
서울,성북구,65세이상,243,4,378,93,259,26
서울,성북구,불명,31,0,36,1,23,12
서울,도봉구,12세이하,3,0,3,0,1,2
서울,도봉구,13-20세,31,0,37,11,15,11
서울,도봉구,21-30세,88,0,128,33,72,23
서울,도봉구,31-40세,94,0,123,32,83,8
서울,도봉구,41-50세,137,1,179,46,116,17
서울,도봉구,51-60세,217,2,275,90,162,23
서울,도봉구,61-64세,91,1,120,30,83,7
서울,도봉구,65세이상,147,2,180,36,120,24
서울,도봉구,불명,16,0,16,3,7,6
서울,은평구,12세이하,1,0,1,0,1,0
서울,은평구,13-20세,42,2,49,10,29,10
서울,은평구,21-30세,114,2,166,36,107,23
서울,은평구,31-40세,147,0,226,53,159,14
서울,은평구,41-50세,197,0,301,71,193,37
서울,은평구,51-60세,287,4,395,95,269,31
서울,은평구,61-64세,103,2,140,37,94,9
서울,은평구,65세이상,193,2,251,57,178,16
서울,은평구,불명,50,0,51,8,34,9
서울,서대문구,12세이하,2,0,2,1,0,1
서울,서대문구,13-20세,47,2,61,13,27,21
서울,서대문구,21-30세,106,0,161,34,100,27
서울,서대문구,31-40세,141,0,187,43,109,35
서울,서대문구,41-50세,185,1,254,63,166,25
서울,서대문구,51-60세,250,1,338,77,221,40
서울,서대문구,61-64세,106,0,152,36,103,13
서울,서대문구,65세이상,177,1,228,55,156,17
서울,서대문구,불명,19,0,20,4,8,8
서울,마포구,12세이하,4,0,4,0,4,0
서울,마포구,13-20세,41,0,54,14,36,4
서울,마포구,21-30세,260,4,392,78,270,44
서울,마포구,31-40세,257,1,379,80,272,27
서울,마포구,41-50세,272,0,426,73,328,25
서울,마포구,51-60세,371,4,505,101,382,22
서울,마포구,61-64세,166,1,233,39,180,14
서울,마포구,65세이상,246,1,366,69,275,22
서울,마포구,불명,54,0,70,5,56,9
서울,강서구,12세이하,5,0,5,2,2,1
서울,강서구,13-20세,38,1,77,19,40,18
서울,강서구,21-30세,191,1,288,66,198,24
서울,강서구,31-40세,268,1,410,91,283,36
서울,강서구,41-50세,274,2,385,88,273,24
서울,강서구,51-60세,362,3,520,120,368,32
서울,강서구,61-64세,151,1,209,39,157,13
서울,강서구,65세이상,181,2,280,61,201,18
서울,강서구,불명,32,0,34,3,24,7
서울,구로구,12세이하,3,0,3,1,2,0
서울,구로구,13-20세,55,0,84,21,53,10
서울,구로구,21-30세,177,0,254,47,191,16
서울,구로구,31-40세,238,2,333,71,248,14
서울,구로구,41-50세,276,1,376,79,270,27
서울,구로구,51-60세,400,4,581,107,435,39
서울,구로구,61-64세,156,4,212,38,162,12
서울,구로구,65세이상,209,2,267,84,164,19
서울,구로구,불명,18,0,19,4,11,4
서울,영등포구,12세이하,11,0,11,1,9,1
서울,영등포구,13-20세,96,0,130,20,90,20
서울,영등포구,21-30세,322,1,490,87,360,43
서울,영등포구,31-40세,383,1,565,111,409,45
서울,영등포구,41-50세,427,4,620,118,449,53
서울,영등포구,51-60세,583,9,823,127,631,65
서울,영등포구,61-64세,236,4,336,63,245,28
서울,영등포구,65세이상,354,3,470,90,349,31
서울,영등포구,불명,81,0,87,3,54,30
서울,동작구,12세이하,3,0,4,2,1,1
서울,동작구,13-20세,71,0,89,19,49,21
서울,동작구,21-30세,197,1,241,62,141,38
서울,동작구,31-40세,226,0,339,77,228,34
서울,동작구,41-50세,230,1,305,73,192,40
서울,동작구,51-60세,328,2,465,85,328,52
서울,동작구,61-64세,135,2,165,33,125,7
서울,동작구,65세이상,194,3,256,62,163,31
서울,동작구,불명,28,0,28,4,15,9
서울,관악구,12세이하,1,0,1,0,1,0
서울,관악구,13-20세,41,1,58,11,40,7
서울,관악구,21-30세,205,0,283,65,195,23
서울,관악구,31-40세,193,1,277,51,192,34
서울,관악구,41-50세,199,1,248,52,179,17
서울,관악구,51-60세,330,2,431,79,320,32
서울,관악구,61-64세,126,2,165,29,122,14
서울,관악구,65세이상,169,1,215,53,149,13
서울,관악구,불명,36,0,39,1,31,7
서울,강남구,12세이하,4,0,5,1,2,2
서울,강남구,13-20세,46,0,67,14,47,6
서울,강남구,21-30세,464,2,689,145,502,42
서울,강남구,31-40세,682,2,984,198,699,87
서울,강남구,41-50세,611,3,869,162,643,64
서울,강남구,51-60세,754,5,1050,191,792,67
서울,강남구,61-64세,320,3,481,78,364,39
서울,강남구,65세이상,504,5,742,125,545,72
서울,강남구,불명,74,0,80,11,54,15
서울,강동구,12세이하,7,0,7,0,1,6
서울,강동구,13-20세,39,0,54,15,28,11
서울,강동구,21-30세,146,1,201,53,131,17
서울,강동구,31-40세,206,2,275,71,174,30
서울,강동구,41-50세,282,1,394,95,262,37
서울,강동구,51-60세,326,4,435,98,296,41
서울,강동구,61-64세,133,1,214,47,148,19
서울,강동구,65세이상,227,3,290,69,191,30
서울,강동구,불명,52,0,52,2,29,21
서울,송파구,12세이하,15,0,17,0,9,8
서울,송파구,13-20세,91,0,117,18,71,28
서울,송파구,21-30세,337,3,465,78,305,82
서울,송파구,31-40세,454,1,661,144,443,74
서울,송파구,41-50세,527,3,758,147,537,74
서울,송파구,51-60세,712,8,955,198,664,93
서울,송파구,61-64세,262,4,345,66,243,36
서울,송파구,65세이상,384,8,531,115,361,55
서울,송파구,불명,78,0,83,12,48,23
서울,서초구,12세이하,1,0,1,0,0,1
서울,서초구,13-20세,35,0,50,14,31,5
서울,서초구,21-30세,287,2,414,75,298,41
서울,서초구,31-40세,427,1,618,116,452,50
서울,서초구,41-50세,473,3,728,156,503,69
서울,서초구,51-60세,594,5,878,167,639,72
서울,서초구,61-64세,235,4,349,64,264,21
서울,서초구,65세이상,363,3,526,90,403,33
서울,서초구,불명,63,0,76,11,35,30
서울,양천구,12세이하,1,0,1,0,0,1
서울,양천구,13-20세,51,0,60,18,29,13
서울,양천구,21-30세,141,2,193,37,134,22
서울,양천구,31-40세,208,1,296,64,216,16
서울,양천구,41-50세,272,2,401,81,291,29
서울,양천구,51-60세,361,2,499,97,378,24
서울,양천구,61-64세,144,2,175,29,134,12
서울,양천구,65세이상,204,2,265,46,194,25
서울,양천구,불명,46,0,49,4,32,13
서울,중랑구,12세이하,6,0,6,2,2,2
서울,중랑구,13-20세,57,0,78,21,43,14
서울,중랑구,21-30세,184,1,243,50,159,34
서울,중랑구,31-40세,235,1,328,89,211,28
서울,중랑구,41-50세,267,2,374,90,255,29
서울,중랑구,51-60세,376,2,507,141,328,38
서울,중랑구,61-64세,150,2,200,34,156,10
서울,중랑구,65세이상,254,2,357,67,260,30
서울,중랑구,불명,36,0,42,4,30,8
서울,노원구,12세이하,7,0,7,1,2,4
서울,노원구,13-20세,46,0,60,13,34,13
서울,노원구,21-30세,164,3,218,41,147,30
서울,노원구,31-40세,206,1,293,58,224,11
서울,노원구,41-50세,307,2,434,72,325,37
서울,노원구,51-60세,389,2,567,103,425,39
서울,노원구,61-64세,163,2,240,43,183,14
서울,노원구,65세이상,256,4,374,79,270,25
서울,노원구,불명,31,0,34,5,22,7
서울,광진구,12세이하,4,0,4,1,2,1
서울,광진구,13-20세,32,0,35,12,20,3
서울,광진구,21-30세,149,0,202,37,150,15
서울,광진구,31-40세,173,1,237,53,172,12
서울,광진구,41-50세,171,2,221,59,151,11
서울,광진구,51-60세,268,2,370,96,253,21
서울,광진구,61-64세,106,1,132,31,96,5
서울,광진구,65세이상,168,4,231,50,168,13
서울,광진구,불명,37,0,42,4,34,4
서울,강북구,12세이하,6,0,6,0,6,0
서울,강북구,13-20세,51,0,102,21,76,5
서울,강북구,21-30세,153,2,216,50,161,5
서울,강북구,31-40세,178,1,232,53,169,10
서울,강북구,41-50세,170,1,217,51,155,11
서울,강북구,51-60세,305,3,411,99,302,10
서울,강북구,61-64세,115,2,156,37,107,12
서울,강북구,65세이상,204,4,257,60,186,11
서울,강북구,불명,34,0,36,10,25,1
서울,금천구,12세이하,2,0,2,0,1,1
서울,금천구,13-20세,40,0,48,10,31,7
서울,금천구,21-30세,114,0,162,43,105,14
서울,금천구,31-40세,147,1,227,38,165,24
서울,금천구,41-50세,172,3,243,56,177,10
서울,금천구,51-60세,222,1,334,92,228,14
서울,금천구,61-64세,95,0,132,30,96,6
서울,금천구,65세이상,127,1,165,32,126,7
서울,금천구,불명,13,0,13,0,11,2
부산,중구,13-20세,8,0,11,4,5,2
부산,중구,21-30세,57,0,84,22,58,4
부산,중구,31-40세,56,1,70,19,44,7
부산,중구,41-50세,67,0,88,31,54,3
부산,중구,51-60세,93,0,119,30,83,6
부산,중구,61-64세,41,1,56,16,33,7
부산,중구,65세이상,63,1,87,25,54,8
부산,중구,불명,8,0,8,0,5,3
부산,서구,13-20세,16,1,17,6,10,1
부산,서구,21-30세,47,0,70,9,52,9
부산,서구,31-40세,64,0,82,19,60,3
부산,서구,41-50세,66,4,90,26,62,2
부산,서구,51-60세,112,0,164,30,122,12
부산,서구,61-64세,66,0,99,25,72,2
부산,서구,65세이상,70,1,93,23,64,6
부산,서구,불명,11,0,12,3,4,5
부산,동구,13-20세,17,0,20,5,9,6
부산,동구,21-30세,68,0,91,24,54,13
부산,동구,31-40세,80,0,115,32,75,8
부산,동구,41-50세,105,1,149,38,104,7
부산,동구,51-60세,130,1,172,52,115,5
부산,동구,61-64세,70,1,114,24,84,6
부산,동구,65세이상,101,0,134,37,87,10
부산,동구,불명,16,0,17,3,13,1
부산,영도구,13-20세,6,0,8,2,6,0
부산,영도구,21-30세,32,2,41,13,26,2
부산,영도구,31-40세,40,0,47,25,22,0
부산,영도구,41-50세,73,0,95,26,64,5
부산,영도구,51-60세,82,2,105,26,75,4
부산,영도구,61-64세,25,0,35,13,20,2
부산,영도구,65세이상,70,1,88,27,53,8
부산,영도구,불명,4,0,4,3,1,0
부산,부산진구,13-20세,75,2,99,17,57,25
부산,부산진구,21-30세,303,3,433,117,267,49
부산,부산진구,31-40세,226,2,312,89,199,24
부산,부산진구,41-50세,292,5,380,130,219,31
부산,부산진구,51-60세,344,2,446,127,282,37
부산,부산진구,61-64세,133,0,171,63,99,9
부산,부산진구,65세이상,228,4,312,111,181,20
부산,부산진구,불명,24,0,26,4,20,2
부산,동래구,12세이하,2,0,2,0,1,1
부산,동래구,13-20세,29,1,39,8,24,7
부산,동래구,21-30세,123,1,191,42,129,20
부산,동래구,31-40세,133,0,160,55,95,10
부산,동래구,41-50세,176,1,253,73,168,12
부산,동래구,51-60세,230,1,316,91,211,14
부산,동래구,61-64세,100,1,125,35,87,3
부산,동래구,65세이상,142,1,199,41,146,12
부산,동래구,불명,17,0,18,4,13,1
부산,남구,13-20세,27,2,34,10,21,3
부산,남구,21-30세,121,0,171,44,103,24
부산,남구,31-40세,107,2,129,35,87,7
부산,남구,41-50세,147,2,180,47,108,25
부산,남구,51-60세,189,2,253,71,157,25
부산,남구,61-64세,72,1,97,40,53,4
부산,남구,65세이상,123,0,163,48,102,13
부산,남구,불명,11,0,11,6,4,1
부산,북구,13-20세,29,0,41,7,29,5
부산,북구,21-30세,105,1,147,34,104,9
부산,북구,31-40세,83,1,127,38,83,6
부산,북구,41-50세,121,1,153,47,96,10
부산,북구,51-60세,185,3,249,75,158,16
부산,북구,61-64세,62,0,78,27,51,0
부산,북구,65세이상,94,0,130,34,87,9
부산,북구,불명,9,0,9,1,6,2
부산,해운대구,12세이하,2,0,3,1,2,0
부산,해운대구,13-20세,32,2,50,14,29,7
부산,해운대구,21-30세,150,2,229,65,152,12
부산,해운대구,31-40세,157,0,239,55,164,20
부산,해운대구,41-50세,184,1,270,64,173,33
부산,해운대구,51-60세,242,4,325,75,223,27
부산,해운대구,61-64세,84,1,115,34,78,3
부산,해운대구,65세이상,132,2,180,55,107,18
부산,해운대구,불명,35,0,41,8,23,10
부산,사하구,12세이하,1,0,1,0,1,0
부산,사하구,13-20세,48,0,67,16,33,18
부산,사하구,21-30세,152,0,218,56,142,20
부산,사하구,31-40세,165,1,218,57,146,15
부산,사하구,41-50세,158,1,216,61,143,12
부산,사하구,51-60세,258,1,347,117,201,29
부산,사하구,61-64세,91,0,129,32,88,9
부산,사하구,65세이상,121,0,173,50,113,10
부산,사하구,불명,9,0,9,1,4,4
부산,금정구,13-20세,28,0,39,7,23,9
부산,금정구,21-30세,92,1,121,32,75,14
부산,금정구,31-40세,128,1,163,56,98,9
부산,금정구,41-50세,136,2,181,64,106,11
부산,금정구,51-60세,202,2,287,88,172,27
부산,금정구,61-64세,70,0,95,29,56,10
부산,금정구,65세이상,116,1,159,46,101,12
부산,금정구,불명,20,0,20,5,8,7
부산,강서구,13-20세,6,0,7,1,4,2
부산,강서구,21-30세,67,3,91,25,63,3
부산,강서구,31-40세,111,1,155,46,104,5
부산,강서구,41-50세,119,3,196,64,131,1
부산,강서구,51-60세,143,4,214,70,143,1
부산,강서구,61-64세,64,3,116,25,76,15
부산,강서구,65세이상,71,1,95,19,68,8
부산,강서구,불명,3,0,3,1,2,0
부산,연제구,13-20세,19,0,22,6,13,3
부산,연제구,21-30세,91,1,132,31,94,7
부산,연제구,31-40세,102,0,125,44,76,5
부산,연제구,41-50세,122,1,160,39,115,6
부산,연제구,51-60세,153,0,207,58,141,8
부산,연제구,61-64세,62,0,80,26,52,2
부산,연제구,65세이상,95,3,123,39,77,7
부산,연제구,불명,13,0,14,1,11,2
부산,수영구,12세이하,1,0,1,0,1,0
부산,수영구,13-20세,32,0,51,13,29,9
부산,수영구,21-30세,111,0,158,39,95,24
부산,수영구,31-40세,110,0,153,33,107,13
부산,수영구,41-50세,130,1,181,59,108,14
부산,수영구,51-60세,161,0,223,55,151,17
부산,수영구,61-64세,56,1,82,20,50,12
부산,수영구,65세이상,97,0,143,32,101,10
부산,수영구,불명,12,0,12,4,5,3
부산,사상구,13-20세,28,0,40,11,20,9
부산,사상구,21-30세,137,4,210,53,125,32
부산,사상구,31-40세,107,2,153,43,96,14
부산,사상구,41-50세,161,1,233,55,148,30
부산,사상구,51-60세,272,6,385,103,234,48
부산,사상구,61-64세,80,0,125,29,71,25
부산,사상구,65세이상,117,2,161,40,98,23
부산,사상구,불명,12,0,13,1,10,2
부산,기장군,13-20세,7,0,14,3,9,2
부산,기장군,21-30세,38,1,67,13,51,3
부산,기장군,31-40세,87,1,137,37,97,3
부산,기장군,41-50세,93,1,128,36,87,5
부산,기장군,51-60세,106,3,171,30,129,12
부산,기장군,61-64세,37,0,54,17,36,1
부산,기장군,65세이상,56,2,89,29,55,5
부산,기장군,불명,9,0,10,1,6,3
경기,수원시,12세이하,15,0,17,3,9,5
경기,수원시,13-20세,163,2,210,46,136,28
경기,수원시,21-30세,795,5,1133,224,820,89
경기,수원시,31-40세,893,9,1315,285,925,105
경기,수원시,41-50세,1086,7,1576,323,1145,108
경기,수원시,51-60세,1193,8,1737,354,1231,152
경기,수원시,61-64세,310,1,461,77,350,34
경기,수원시,65세이상,421,7,556,102,410,44
경기,수원시,불명,121,0,143,19,98,26
경기,성남시,12세이하,11,0,12,4,8,0
경기,성남시,13-20세,108,1,157,37,104,16
경기,성남시,21-30세,484,10,735,169,498,68
경기,성남시,31-40세,668,3,983,207,681,95
경기,성남시,41-50세,807,7,1135,273,782,80
경기,성남시,51-60세,964,12,1458,339,1014,105
경기,성남시,61-64세,281,3,412,90,281,41
경기,성남시,65세이상,402,1,618,158,423,37
경기,성남시,불명,109,0,125,14,90,21
경기,의정부시,12세이하,2,0,2,0,2,0
경기,의정부시,13-20세,54,0,63,16,33,14
경기,의정부시,21-30세,221,3,344,73,233,38
경기,의정부시,31-40세,256,2,363,73,259,31
경기,의정부시,41-50세,356,4,489,94,309,86
경기,의정부시,51-60세,438,5,625,133,389,103
경기,의정부시,61-64세,114,2,148,35,96,17
경기,의정부시,65세이상,196,3,316,53,233,30
경기,의정부시,불명,45,0,51,8,28,15
경기,안양시,12세이하,3,0,3,2,1,0
경기,안양시,13-20세,51,0,70,15,49,6
경기,안양시,21-30세,181,0,265,47,198,20
경기,안양시,31-40세,230,1,348,74,260,14
경기,안양시,41-50세,340,2,490,96,368,26
경기,안양시,51-60세,470,6,689,158,508,23
경기,안양시,61-64세,126,2,175,32,137,6
경기,안양시,65세이상,180,3,275,67,196,12
경기,안양시,불명,37,0,41,5,31,5
경기,부천시,12세이하,11,0,13,0,8,5
경기,부천시,13-20세,127,0,186,34,134,18
경기,부천시,21-30세,471,2,690,124,519,47
경기,부천시,31-40세,518,2,731,145,544,42
경기,부천시,41-50세,616,1,898,182,639,77
경기,부천시,51-60세,850,8,1179,215,882,82
경기,부천시,61-64세,279,2,393,77,293,23
경기,부천시,65세이상,307,7,392,66,298,28
경기,부천시,불명,57,0,68,10,40,18
경기,안산시,12세이하,7,0,8,0,6,2
경기,안산시,13-20세,187,3,270,41,198,31
경기,안산시,21-30세,568,7,907,173,690,44
경기,안산시,31-40세,689,7,1088,212,797,79
경기,안산시,41-50세,812,5,1187,229,911,47
경기,안산시,51-60세,1002,12,1499,324,1114,61
경기,안산시,61-64세,233,5,358,67,273,18
경기,안산시,65세이상,290,3,481,92,362,27
경기,안산시,불명,90,0,111,14,76,21
경기,평택시,12세이하,2,0,2,0,0,2
경기,평택시,13-20세,89,0,133,21,91,21
경기,평택시,21-30세,565,5,948,170,660,118
경기,평택시,31-40세,612,12,1023,186,734,103
경기,평택시,41-50세,739,14,1219,216,858,145
경기,평택시,51-60세,807,14,1257,220,920,117
경기,평택시,61-64세,187,3,299,60,209,30
경기,평택시,65세이상,326,3,515,106,352,57
경기,평택시,불명,61,0,69,12,43,14
경기,광명시,12세이하,6,0,6,1,0,5
경기,광명시,13-20세,33,0,43,11,19,13
경기,광명시,21-30세,136,1,187,44,120,23
경기,광명시,31-40세,153,0,217,37,151,29
경기,광명시,41-50세,215,1,302,62,183,57
경기,광명시,51-60세,284,3,406,77,256,73
경기,광명시,61-64세,94,5,143,24,84,35
경기,광명시,65세이상,124,2,176,42,98,36
경기,광명시,불명,31,0,40,3,15,22
경기,구리시,12세이하,1,0,1,0,1,0
경기,구리시,13-20세,15,0,23,7,12,4
경기,구리시,21-30세,75,0,93,21,68,4
경기,구리시,31-40세,108,0,171,33,130,8
경기,구리시,41-50세,146,6,204,44,146,14
경기,구리시,51-60세,177,3,268,44,209,15
경기,구리시,61-64세,60,1,94,20,73,1
경기,구리시,65세이상,72,1,96,31,63,2
경기,구리시,불명,14,0,16,2,12,2
경기,양주시,12세이하,3,0,3,0,2,1
경기,양주시,13-20세,19,0,27,6,17,4
경기,양주시,21-30세,120,2,174,35,124,15
경기,양주시,31-40세,152,1,230,40,175,15
경기,양주시,41-50세,254,6,394,71,304,19
경기,양주시,51-60세,293,3,430,90,326,14
경기,양주시,61-64세,103,3,163,35,122,6
경기,양주시,65세이상,134,4,192,37,144,11
경기,양주시,불명,16,0,16,3,8,5
경기,여주시,12세이하,1,0,1,0,1,0
경기,여주시,13-20세,8,0,12,4,6,2
경기,여주시,21-30세,76,2,125,28,89,8
경기,여주시,31-40세,67,1,101,25,75,1
경기,여주시,41-50세,84,2,131,28,95,8
경기,여주시,51-60세,138,3,243,59,170,14
경기,여주시,61-64세,42,1,70,16,49,5
경기,여주시,65세이상,92,5,125,32,89,4
경기,여주시,불명,5,0,6,3,3,0
경기,화성시,12세이하,6,0,6,2,3,1
경기,화성시,13-20세,54,3,70,17,45,8
경기,화성시,21-30세,408,7,692,146,511,35
경기,화성시,31-40세,540,11,830,204,565,61
경기,화성시,41-50세,629,8,952,214,696,42
경기,화성시,51-60세,605,18,979,217,701,61
경기,화성시,61-64세,172,3,268,44,196,28
경기,화성시,65세이상,245,9,394,87,288,19
경기,화성시,불명,57,0,66,9,48,9
경기,시흥시,12세이하,2,0,2,1,1,0
경기,시흥시,13-20세,60,2,88,16,67,5
경기,시흥시,21-30세,347,1,518,97,394,27
경기,시흥시,31-40세,455,5,709,133,527,49
경기,시흥시,41-50세,512,6,746,162,536,48
경기,시흥시,51-60세,664,13,993,179,772,42
경기,시흥시,61-64세,149,0,235,43,177,15
경기,시흥시,65세이상,195,2,302,59,222,21
경기,시흥시,불명,50,0,59,14,35,10
경기,파주시,12세이하,3,0,3,1,2,0
경기,파주시,13-20세,46,4,60,8,38,14
경기,파주시,21-30세,218,4,371,81,258,32
경기,파주시,31-40세,288,5,431,100,316,15
경기,파주시,41-50세,357,3,554,121,409,24
경기,파주시,51-60세,404,5,592,143,408,41
경기,파주시,61-64세,130,1,216,47,141,28
경기,파주시,65세이상,216,0,326,80,234,12
경기,파주시,불명,31,0,32,3,23,6
경기,고양시,12세이하,7,0,8,3,2,3
경기,고양시,13-20세,155,3,199,32,107,60
경기,고양시,21-30세,496,6,741,152,520,69
경기,고양시,31-40세,591,9,937,200,664,73
경기,고양시,41-50세,825,3,1269,240,942,87
경기,고양시,51-60세,1066,12,1564,334,1135,95
경기,고양시,61-64세,306,0,444,97,313,34
경기,고양시,65세이상,431,5,650,130,469,51
경기,고양시,불명,73,0,77,15,40,22
경기,광주시,12세이하,1,0,1,1,0,0
경기,광주시,13-20세,25,0,36,3,26,7
경기,광주시,21-30세,197,1,304,48,228,28
경기,광주시,31-40세,313,3,472,76,369,27
경기,광주시,41-50세,346,4,557,96,400,61
경기,광주시,51-60세,456,4,724,160,513,51
경기,광주시,61-64세,133,1,194,38,149,7
경기,광주시,65세이상,200,6,310,57,244,9
경기,광주시,불명,20,0,24,7,15,2
경기,연천군,13-20세,4,0,8,3,5,0
경기,연천군,21-30세,26,0,64,12,37,15
경기,연천군,31-40세,24,0,32,4,24,4
경기,연천군,41-50세,24,0,52,14,32,6
경기,연천군,51-60세,38,2,56,9,45,2
경기,연천군,61-64세,17,2,19,6,13,0
경기,연천군,65세이상,52,2,78,27,48,3
경기,연천군,불명,4,0,4,0,2,2
경기,포천시,12세이하,2,0,2,0,1,1
경기,포천시,13-20세,20,0,34,6,23,5
경기,포천시,21-30세,93,1,178,32,116,30
경기,포천시,31-40세,96,4,150,28,104,18
경기,포천시,41-50세,163,1,283,58,174,51
경기,포천시,51-60세,244,8,389,92,242,55
경기,포천시,61-64세,79,0,139,29,81,29
경기,포천시,65세이상,128,2,231,53,139,39
경기,포천시,불명,7,0,7,1,4,2
경기,가평군,12세이하,1,0,1,0,0,1
경기,가평군,13-20세,15,0,36,1,26,9
경기,가평군,21-30세,61,0,103,31,64,8
경기,가평군,31-40세,52,0,95,15,64,16
경기,가평군,41-50세,63,1,116,21,80,15
경기,가평군,51-60세,92,6,175,33,127,15
경기,가평군,61-64세,30,0,55,7,47,1
경기,가평군,65세이상,61,4,96,18,72,6
경기,가평군,불명,5,0,5,2,1,2
경기,양평군,13-20세,16,0,26,5,20,1
경기,양평군,21-30세,56,2,86,25,55,6
경기,양평군,31-40세,58,1,97,25,61,11
경기,양평군,41-50세,92,2,171,33,118,20
경기,양평군,51-60세,131,2,194,49,132,13
경기,양평군,61-64세,67,3,94,32,58,4
경기,양평군,65세이상,106,5,152,55,84,13
경기,양평군,불명,6,0,6,1,4,1
경기,이천시,12세이하,1,0,1,0,1,0
경기,이천시,13-20세,50,0,78,16,49,13
경기,이천시,21-30세,153,3,245,54,169,22
경기,이천시,31-40세,141,2,231,52,160,19
경기,이천시,41-50세,203,5,307,63,228,16
경기,이천시,51-60세,246,3,413,92,298,23
경기,이천시,61-64세,71,2,128,24,92,12
경기,이천시,65세이상,141,4,213,51,152,10
경기,이천시,불명,10,0,10,3,4,3
경기,용인시,12세이하,9,0,9,0,8,1
경기,용인시,13-20세,77,1,108,23,57,28
경기,용인시,21-30세,413,4,702,165,445,92
경기,용인시,31-40세,539,5,895,199,582,114
경기,용인시,41-50세,741,5,1140,264,725,151
경기,용인시,51-60세,765,13,1253,281,811,161
경기,용인시,61-64세,246,3,408,87,271,50
경기,용인시,65세이상,341,6,502,106,323,73
경기,용인시,불명,74,0,99,18,60,21
경기,안성시,12세이하,2,0,2,0,0,2
경기,안성시,13-20세,30,4,40,11,27,2
경기,안성시,21-30세,151,0,272,59,198,15
경기,안성시,31-40세,177,3,329,71,238,20
경기,안성시,41-50세,211,4,364,86,247,31
경기,안성시,51-60세,240,5,388,88,268,32
경기,안성시,61-64세,63,1,118,29,85,4
경기,안성시,65세이상,141,2,208,45,146,17
경기,안성시,불명,11,0,19,7,9,3
경기,김포시,12세이하,3,0,3,1,2,0
경기,김포시,13-20세,55,1,85,21,61,3
경기,김포시,21-30세,174,4,289,63,208,18
경기,김포시,31-40세,290,6,453,88,336,29
경기,김포시,41-50세,350,2,562,116,383,63
경기,김포시,51-60세,430,5,672,139,482,51
경기,김포시,61-64세,142,2,224,50,153,21
경기,김포시,65세이상,210,4,338,82,226,30
경기,김포시,불명,28,0,38,9,27,2
경기,동두천시,12세이하,1,0,1,0,0,1
경기,동두천시,13-20세,8,0,12,3,8,1
경기,동두천시,21-30세,50,1,77,30,45,2
경기,동두천시,31-40세,57,4,74,24,44,6
경기,동두천시,41-50세,75,2,112,30,78,4
경기,동두천시,51-60세,110,1,157,44,108,5
경기,동두천시,61-64세,40,0,59,14,42,3
경기,동두천시,65세이상,62,3,81,21,55,5
경기,동두천시,불명,3,0,3,0,2,1
경기,과천시,12세이하,1,0,1,0,0,1
경기,과천시,13-20세,6,0,13,1,7,5
경기,과천시,21-30세,21,0,42,4,32,6
경기,과천시,31-40세,32,0,52,12,33,7
경기,과천시,41-50세,39,1,59,21,30,8
경기,과천시,51-60세,85,0,134,29,83,22
